PS_i	PS_j	Sim_HPO
PS123100	PS269500	1.60918
PS256100	PS612286	1.60848
PS118220	PS160150	1.60835
PS112240	PS190440	1.60798
PS118100	PS156610	1.60739
PS166200	PS257920	1.60698
PS112240	PS277600	1.60691
PS159000	PS613155	1.60687
PS244400	PS602483	1.60662
PS145980	PS256100	1.60651
PS208085	PS609192	1.60646
PS265120	PS277300	1.60624
PS108720	PS257920	1.60598
PS108800	PS187300	1.60593
PS145980	PS256300	1.6054
PS161800	PS253310	1.60534
PS273750	PS602483	1.60486
PS108720	PS151100	1.60461
PS101800	PS600118	1.6043
PS122470	PS224690	1.60422
PS109730	PS306955	1.60361
PS300000	PS600118	1.60313
PS161800	PS601419	1.60278
PS277600	PS607014	1.60215
PS134600	PS601678	1.602
PS108720	PS609192	1.60132
PS193500	PS605389	1.5999
PS128100	PS213600	1.59979
PS310300	PS601419	1.59958
PS220210	PS614080	1.59941
PS218330	PS220210	1.59892
PS309801	PS609192	1.59886
PS244400	PS610799	1.59869
PS224690	PS607014	1.59868
PS251200	PS614039	1.59863
PS108600	PS303350	1.59829
PS252150	PS268310	1.59738
PS135500	PS605389	1.59666
PS251450	PS257920	1.5958
PS210600	PS251450	1.59573
PS220210	PS300000	1.59504
PS166200	PS224690	1.59503
PS118100	PS220210	1.59457
PS254800	PS256730	1.59456
PS235200	PS608594	1.59447
PS208085	PS601678	1.59442
PS118450	PS306955	1.5944
PS192600	PS614429	1.59415
PS109730	PS607086	1.59364
PS244400	PS277300	1.59344
PS256520	PS600118	1.59327
PS115200	PS614429	1.59299
PS108800	PS192600	1.59299
PS120435	PS131100	1.59295
PS160565	PS310300	1.59285
PS108300	PS277600	1.59267
PS118100	PS601390	1.59262
PS180849	PS214150	1.59214
PS177900	PS242300	1.59202
PS210600	PS239300	1.59198
PS108800	PS115200	1.59196
PS242860	PS601390	1.59185
PS224690	PS228520	1.59181
PS211530	PS272430	1.59155
PS265120	PS614742	1.59124
PS269500	PS601390	1.59085
PS203300	PS231200	1.59044
PS122470	PS158350	1.58949
PS234200	PS254800	1.58912
PS113900	PS115200	1.58905
PS132400	PS166200	1.58902
PS108300	PS108720	1.589
PS120100	PS133100	1.58866
PS166200	PS186500	1.58851
PS147920	PS180849	1.5884
PS248600	PS256450	1.58819
PS268310	PS272430	1.5881
PS163950	PS309800	1.58736
PS250950	PS252150	1.5871
PS151660	PS235200	1.58679
PS131100	PS202200	1.58671
PS108600	PS128100	1.58605
PS101800	PS224690	1.58598
PS121210	PS254800	1.5859
PS228520	PS277300	1.58588
PS147920	PS156610	1.58457
PS277600	PS607326	1.58423
PS151100	PS156610	1.5836
PS251450	PS609192	1.58359
PS151100	PS309801	1.58356
PS185800	PS607326	1.58332
PS215100	PS609192	1.58267
PS601678	PS603278	1.58254
PS158600	PS254130	1.58253
PS312080	PS607432	1.58224
PS115150	PS214150	1.58223
PS180849	PS218330	1.58173
PS208500	PS215100	1.58144
PS118220	PS211530	1.5814
PS112240	PS257920	1.58139
PS201000	PS300000	1.58123
PS156610	PS201000	1.58123
PS116200	PS136800	1.58122
PS193000	PS259900	1.5811
PS113900	PS265450	1.58108
PS179850	PS600630	1.58071
PS107970	PS220400	1.58069
PS183600	PS186500	1.58067
PS153100	PS306400	1.57994
PS123100	PS243310	1.57933
PS108300	PS268310	1.57918
PS210600	PS257300	1.57852
PS112240	PS273750	1.57849
PS158350	PS248370	1.57829
PS208000	PS612286	1.57804
PS166200	PS201000	1.57784
PS277600	PS600118	1.57752
PS166200	PS218330	1.57698
PS275200	PS613038	1.57691
PS214150	PS601675	1.57689
PS251200	PS603387	1.57672
PS107970	PS208000	1.57664
PS135900	PS268310	1.57617
PS142690	PS610799	1.57617
PS164400	PS303350	1.57617
PS220210	PS277600	1.57579
PS134600	PS276700	1.57568
PS243310	PS602483	1.57548
PS107250	PS251600	1.57502
PS218330	PS251450	1.57494
PS231050	PS607014	1.57455
PS312080	PS312170	1.57433
PS168000	PS187300	1.574
PS236100	PS300000	1.57396
PS220210	PS309801	1.57384
PS158350	PS600118	1.57383
PS122470	PS248370	1.57333
PS100300	PS208085	1.57319
PS163950	PS309801	1.57295
PS201000	PS210600	1.57234
PS108600	PS249270	1.57221
PS107250	PS600165	1.57174
PS118100	PS257920	1.57169
PS105550	PS603041	1.57164
PS218330	PS222470	1.57159
PS193500	PS305100	1.57136
PS176670	PS609192	1.57046
PS218330	PS305100	1.56998
PS124900	PS609129	1.56964
PS252150	PS607596	1.56962
PS303350	PS312080	1.56938
PS135500	PS167200	1.56925
PS100300	PS231050	1.56891
PS236670	PS252150	1.56879
PS124900	PS605432	1.5684
PS178600	PS608583	1.56827
PS115200	PS601144	1.56823
PS257920	PS300000	1.56808
PS166200	PS200600	1.5677
PS607432	PS613155	1.5676
PS265450	PS607086	1.56704
PS108600	PS256730	1.56684
PS151623	PS158350	1.56653
PS104290	PS108600	1.56577
PS135900	PS218330	1.56575
PS244400	PS265450	1.56573
PS213300	PS249000	1.56569
PS108720	PS156610	1.56556
PS190440	PS243310	1.56522
PS157640	PS603041	1.56488
PS214150	PS614080	1.56395
PS193100	PS601678	1.56363
PS135500	PS147920	1.56332
PS600118	PS607432	1.56301
PS242300	PS605389	1.56281
PS248370	PS610489	1.56275
PS105400	PS108600	1.56218
PS100300	PS191100	1.56174
PS108720	PS607014	1.56171
PS236730	PS308230	1.56122
PS105550	PS601419	1.56111
PS166200	PS609192	1.56109
PS193000	PS300009	1.561
PS153840	PS203100	1.56093
PS214150	PS248370	1.56052
PS118220	PS162400	1.5601
PS147920	PS257300	1.56007
PS251270	PS256730	1.55974
PS113900	PS208000	1.55898
PS105550	PS160150	1.55881
PS135900	PS605389	1.5588
PS105550	PS607596	1.55815
PS101800	PS180849	1.55804
PS208085	PS607014	1.55791
PS160900	PS608583	1.55784
PS158350	PS277600	1.55747
PS243310	PS614080	1.55737
PS256520	PS257300	1.55697
PS312170	PS613155	1.55687
PS312080	PS604004	1.55684
PS100300	PS277600	1.55658
PS105550	PS254800	1.55572
PS252150	PS613155	1.55568
PS220400	PS604169	1.55558
PS210600	PS309800	1.55548
PS250950	PS256730	1.55546
PS145980	PS236730	1.55475
PS600118	PS607014	1.5547
PS123100	PS257920	1.55451
PS156610	PS224690	1.55446
PS249000	PS268310	1.55401
PS157640	PS159000	1.55329
PS112240	PS215100	1.55279
PS160150	PS610542	1.55278
PS201000	PS608594	1.55265
PS133100	PS607086	1.55201
PS178600	PS192500	1.55193
PS239300	PS277600	1.55188
PS225750	PS234200	1.55105
PS127550	PS187300	1.55096
PS187300	PS224120	1.55084
PS115200	PS608567	1.55083
PS132400	PS228520	1.54996
PS147920	PS300000	1.54961
PS157640	PS164400	1.54907
PS114580	PS614372	1.54865
PS208085	PS601390	1.54851
PS160120	PS312080	1.5484
PS108720	PS239300	1.54817
PS191100	PS309801	1.54787
PS109730	PS115200	1.54775
PS115150	PS118100	1.5473
PS224690	PS309510	1.54729
PS132400	PS277600	1.54693
PS249000	PS603387	1.54675
PS231050	PS273750	1.54661
PS215100	PS248370	1.5462
PS259900	PS602014	1.54611
PS109730	PS192600	1.54597
PS109730	PS606215	1.54597
PS180849	PS215100	1.54576
PS300000	PS609192	1.54575
PS147920	PS220210	1.54539
PS265450	PS601144	1.54529
PS134600	PS162000	1.54514
PS104290	PS234200	1.54485
PS214150	PS236670	1.54368
PS160120	PS168600	1.54354
PS151100	PS257300	1.54327
PS168600	PS256730	1.54292
PS165500	PS268000	1.5427
PS163950	PS601390	1.54225
PS248370	PS277600	1.54221
PS208085	PS614080	1.54189
PS312170	PS607596	1.54183
PS118100	PS256520	1.54172
PS208000	PS220400	1.54152
PS135900	PS600118	1.54107
PS300000	PS309800	1.54077
PS177900	PS308230	1.54074
PS115210	PS608808	1.5407
PS203300	PS214450	1.54068
PS251450	PS600118	1.54066
PS165500	PS203100	1.54065
PS191100	PS268310	1.54045
PS135500	PS257920	1.5404
PS105650	PS614675	1.54034
PS158600	PS160150	1.54029
PS256520	PS602483	1.54022
PS220210	PS236670	1.54016
PS101800	PS166200	1.53993
PS158600	PS609308	1.53969
PS256520	PS257920	1.53944
PS208500	PS210600	1.53915
PS277600	PS309801	1.53914
PS168600	PS312080	1.5375
PS243310	PS309801	1.53653
PS108600	PS254800	1.53653
PS224690	PS231050	1.53629
PS105400	PS128100	1.53565
PS312170	PS609060	1.53554
PS201000	PS272430	1.53475
PS224050	PS607596	1.53469
PS243310	PS269500	1.5343
PS312170	PS603041	1.53408
PS213600	PS256730	1.53403
PS269500	PS273750	1.53388
PS115150	PS257920	1.53363
PS309510	PS614080	1.5336
PS108600	PS607596	1.53303
PS215100	PS256520	1.533
PS156610	PS242860	1.53282
PS601419	PS610542	1.53231
PS214150	PS613155	1.53225
PS224050	PS251270	1.53181
PS156610	PS220210	1.53171
PS252150	PS312170	1.53153
PS108720	PS210600	1.53128
PS156610	PS210600	1.53098
PS309800	PS614080	1.53091
PS108800	PS265450	1.53064
PS208085	PS218330	1.53041
PS118100	PS135500	1.53029
PS157640	PS234200	1.53028
PS175780	PS607432	1.5293
PS208085	PS214150	1.52923
PS105550	PS160120	1.52914
PS154500	PS243310	1.52851
PS201000	PS239300	1.52843
PS215100	PS228520	1.52826
PS251450	PS272430	1.52826
PS105550	PS128100	1.528
PS135900	PS220210	1.52792
PS277300	PS601495	1.52775
PS201000	PS256520	1.52708
PS602014	PS603278	1.5269
PS186500	PS257920	1.52685
PS122470	PS273750	1.52663
PS215100	PS231050	1.52657
PS122470	PS236100	1.52648
PS256300	PS602014	1.52499
PS253600	PS303350	1.5245
PS608594	PS609192	1.5243
PS609192	PS614080	1.52426
PS108600	PS211530	1.52413
PS265450	PS608567	1.52339
PS601419	PS609308	1.52321
PS161800	PS613155	1.52315
PS220210	PS249000	1.52315
PS208000	PS601144	1.52296
PS118220	PS159000	1.52267
PS210600	PS243310	1.52243
PS173900	PS603278	1.52219
PS135900	PS236670	1.52212
PS257300	PS257920	1.52176
PS309800	PS309801	1.52147
PS100300	PS180849	1.52122
PS604004	PS613155	1.52116
PS243310	PS603387	1.52057
PS211530	PS253600	1.52056
PS135900	PS156200	1.52035
PS101800	PS273750	1.52011
PS256730	PS312080	1.5199
PS115150	PS201000	1.51957
PS253600	PS601419	1.51949
PS231050	PS239300	1.51861
PS200600	PS601390	1.51811
PS236100	PS256520	1.51807
PS180849	PS256520	1.51792
PS256730	PS312170	1.51771
PS265450	PS606215	1.5176
PS601675	PS608594	1.51757
PS231050	PS601390	1.51743
PS188050	PS607594	1.5173
PS160120	PS234200	1.51698
PS234200	PS312170	1.51658
PS105550	PS118220	1.51657
PS231050	PS300000	1.51652
PS213300	PS236670	1.51627
PS112240	PS218330	1.51605
PS173900	PS236730	1.51578
PS309800	PS609192	1.51575
PS132400	PS607634	1.51565
PS122470	PS156200	1.51474
PS210600	PS220210	1.51432
PS115210	PS306955	1.51404
PS201000	PS309510	1.51371
PS136760	PS239300	1.51371
PS236730	PS266900	1.5135
PS135500	PS151100	1.51347
PS277600	PS614080	1.51321
PS107970	PS108800	1.51289
PS142690	PS179850	1.51271
PS123100	PS600118	1.51268
PS158350	PS233400	1.51263
PS276700	PS600721	1.51181
PS123100	PS218330	1.51156
PS208085	PS309800	1.51121
PS224690	PS257920	1.51118
PS180849	PS236100	1.51076
PS136520	PS203100	1.51051
PS224690	PS256520	1.51029
PS105650	PS188050	1.50995
PS105550	PS224050	1.50951
PS107970	PS614429	1.50947
PS186500	PS214150	1.50934
PS160565	PS254130	1.50863
PS127550	PS191100	1.50827
PS600118	PS613155	1.50818
PS610542	PS613155	1.50816
PS153100	PS256300	1.50802
PS208000	PS608567	1.50796
PS224120	PS227650	1.50775
PS163950	PS218330	1.50749
PS175780	PS604004	1.50703
PS248600	PS607426	1.50696
PS236730	PS612286	1.50652
PS613155	PS614039	1.50635
PS249270	PS312080	1.50624
PS158350	PS201000	1.50616
PS108800	PS609620	1.50571
PS236670	PS312170	1.50559
PS175800	PS177900	1.50554
PS224690	PS277600	1.5055
PS180849	PS201000	1.50537
PS132400	PS224690	1.50529
PS135900	PS300000	1.50528
PS151100	PS248370	1.50492
PS208085	PS249000	1.50472
PS233400	PS601390	1.50471
PS224050	PS300352	1.5044
PS239300	PS249000	1.50436
PS248370	PS609192	1.50405
PS108300	PS154500	1.50353
PS248600	PS249270	1.50336
PS213600	PS224050	1.50324
PS105550	PS168000	1.50303
PS115150	PS607014	1.50218
PS118100	PS186500	1.50205
PS115150	PS218330	1.50204
PS249000	PS601390	1.50193
PS118100	PS609192	1.50125
PS210600	PS273750	1.501
PS101800	PS214150	1.50056
PS186500	PS273750	1.50051
PS151100	PS256520	1.50041
PS214150	PS273750	1.50022
PS609620	PS614429	1.49998
PS157640	PS601462	1.49987
PS116200	PS122000	1.49965
PS115150	PS208085	1.49946
PS145980	PS162000	1.49906
PS234200	PS249270	1.49887
PS210600	PS249000	1.49875
PS166200	PS228520	1.49859
PS151100	PS193500	1.49835
PS258150	PS300633	1.49773
PS135900	PS180849	1.49757
PS213600	PS312080	1.49748
PS257920	PS272430	1.49742
PS145980	PS601495	1.49731
PS225750	PS252150	1.49693
PS113900	PS178600	1.49671
PS114580	PS202700	1.49667
PS192600	PS604772	1.49637
PS603041	PS609060	1.49623
PS166200	PS277300	1.49591
PS118100	PS147920	1.4957
PS603041	PS614080	1.49558
PS156610	PS251450	1.49489
PS127550	PS135900	1.49471
PS128100	PS164400	1.49468
PS153840	PS310500	1.49361
PS203100	PS204000	1.49325
PS109730	PS609620	1.49321
PS208085	PS306400	1.49285
PS115150	PS135500	1.4926
PS208085	PS235200	1.49251
PS218330	PS239300	1.49242
PS212065	PS613155	1.49224
PS309800	PS607014	1.49219
PS101800	PS231050	1.4921
PS257300	PS273750	1.49181
PS101800	PS158350	1.49154
PS156610	PS158350	1.49148
PS257920	PS269500	1.49143
PS122470	PS163950	1.49101
PS211400	PS610799	1.49101
PS151623	PS168000	1.49088
PS108720	PS154500	1.49084
PS151100	PS607014	1.49078
PS210600	PS257920	1.49038
PS308350	PS614039	1.49025
PS214150	PS218330	1.49019
PS234200	PS252150	1.49006
PS236670	PS239300	1.48993
PS211530	PS601390	1.48978
PS167200	PS268310	1.48938
PS134600	PS256100	1.48932
PS122470	PS208500	1.48919
PS134600	PS145980	1.48909
PS118100	PS272430	1.48892
PS309510	PS309800	1.48892
PS134600	PS602014	1.48873
PS224690	PS608594	1.4887
PS147950	PS400044	1.48863
PS210600	PS277600	1.48859
PS151100	PS600118	1.48816
PS164400	PS249270	1.48749
PS136760	PS236100	1.48731
PS156200	PS239300	1.4873
PS100300	PS603387	1.48724
PS266600	PS610799	1.48697
PS250950	PS312170	1.4866
PS193100	PS208000	1.48641
PS107250	PS204000	1.48637
PS233400	PS600118	1.48623
PS105650	PS187300	1.48618
PS276700	PS607765	1.48583
PS210600	PS300000	1.48557
PS145980	PS607765	1.48553
PS215100	PS614080	1.48548
PS131100	PS601678	1.48538
PS108600	PS312170	1.48517
PS105400	PS164400	1.48515
PS128100	PS254800	1.48451
PS215100	PS607014	1.48444
PS218330	PS273750	1.48405
PS257920	PS607014	1.48401
PS220210	PS603387	1.48377
PS105400	PS157640	1.48334
PS135500	PS601390	1.4829
PS214150	PS607014	1.48251
PS312170	PS614039	1.482
PS131100	PS235200	1.48183
PS175780	PS604233	1.48151
PS108600	PS604004	1.48136
PS222470	PS305100	1.48079
PS131100	PS151660	1.48076
PS215100	PS257920	1.48053
PS180849	PS257920	1.4804
PS242860	PS308240	1.48038
PS186500	PS215100	1.4797
PS251270	PS607432	1.47963
PS211400	PS265120	1.47938
PS163950	PS600118	1.47914
PS127550	PS167200	1.4788
PS147920	PS272430	1.47873
PS236670	PS312080	1.47835
PS604169	PS607086	1.47822
PS161800	PS303350	1.47813
PS249270	PS604004	1.47763
PS112240	PS127000	1.47699
PS151100	PS272430	1.47683
PS303350	PS607596	1.47662
PS252150	PS614039	1.47661
PS160150	PS609308	1.47633
PS241550	PS306955	1.47631
PS104500	PS106600	1.47568
PS167200	PS175100	1.47476
PS136760	PS600118	1.4746
PS227650	PS601390	1.47424
PS312080	PS613155	1.47421
PS115200	PS306955	1.47403
PS256730	PS607596	1.47393
PS215100	PS309510	1.47383
PS166200	PS214150	1.4738
PS120100	PS601495	1.47374
PS136520	PS251600	1.47344
PS118220	PS160565	1.47299
PS218330	PS231050	1.47293
PS239300	PS256520	1.47292
PS147920	PS208085	1.47269
PS147920	PS309800	1.47259
PS151100	PS220210	1.47258
PS101800	PS239300	1.4723
PS108600	PS613155	1.4723
PS108300	PS602483	1.47177
PS108300	PS273750	1.4716
PS266600	PS308240	1.47126
PS236670	PS309801	1.47081
PS192600	PS306955	1.47068
PS201000	PS257300	1.47067
PS160900	PS191100	1.47041
PS234200	PS603041	1.47037
PS160150	PS211530	1.47035
PS300352	PS603041	1.46905
PS108720	PS269500	1.46898
PS118100	PS214150	1.46879
PS208500	PS249000	1.46874
PS252150	PS256730	1.46816
PS214150	PS309800	1.46813
PS252150	PS300000	1.46804
PS107970	PS115210	1.46786
PS112240	PS269500	1.46771
PS108720	PS183600	1.46762
PS147950	PS160900	1.46731
PS108300	PS201000	1.46726
PS108720	PS602483	1.46724
PS147920	PS231050	1.46691
PS222470	PS605389	1.46651
PS107250	PS133780	1.4664
PS147950	PS258150	1.46591
PS251270	PS607596	1.4658
PS224690	PS257300	1.46528
PS147920	PS256520	1.46509
PS187300	PS244400	1.46507
PS312080	PS600118	1.46457
PS243310	PS300000	1.46455
PS212065	PS609192	1.46436
PS249270	PS300352	1.46431
PS112240	PS257300	1.46417
PS115150	PS300000	1.46382
PS234200	PS250950	1.46369
PS135900	PS257920	1.46358
PS211530	PS303350	1.46318
PS254800	PS312080	1.46314
PS234200	PS300352	1.46312
PS239300	PS273750	1.46284
PS608808	PS609620	1.46275
PS193000	PS256300	1.46255
PS107970	PS109730	1.46198
PS105400	PS213600	1.46166
PS147920	PS210600	1.46059
PS132400	PS273750	1.46001
PS309800	PS601675	1.45954
PS224050	PS614039	1.45926
PS200600	PS268310	1.45925
PS228520	PS231050	1.45924
PS147920	PS309510	1.45837
PS156610	PS269500	1.45823
PS122470	PS309801	1.45814
PS220290	PS609129	1.45788
PS122470	PS309510	1.45771
PS151100	PS269500	1.45736
PS251450	PS256520	1.45728
PS177900	PS601495	1.45711
PS158810	PS160150	1.45706
PS133100	PS175780	1.45692
PS191100	PS227650	1.45653
PS192600	PS208000	1.45628
PS208085	PS220210	1.45621
PS180849	PS272430	1.45613
PS101800	PS186500	1.45606
PS147920	PS251450	1.45595
PS256520	PS273750	1.45594
PS105400	PS312080	1.45591
PS256520	PS269500	1.45585
PS163950	PS257920	1.45578
PS145980	PS276700	1.45576
PS162000	PS601678	1.45524
PS118220	PS609308	1.45519
PS214150	PS231050	1.45484
PS193100	PS602014	1.45448
PS239300	PS613155	1.45399
PS257920	PS614080	1.45385
PS175800	PS242300	1.45382
PS218330	PS601675	1.45378
PS187300	PS222470	1.45305
PS225750	PS614039	1.45305
PS133780	PS276900	1.45283
PS100300	PS151100	1.45252
PS115150	PS252150	1.45249
PS257920	PS273750	1.4524
PS224690	PS614080	1.45236
PS108600	PS157640	1.4523
PS118100	PS277600	1.45225
PS154500	PS242860	1.45205
PS180849	PS243310	1.45198
PS211530	PS234200	1.45192
PS251450	PS309510	1.45149
PS211530	PS312080	1.45129
PS222470	PS300000	1.45126
PS182250	PS306955	1.45115
PS306400	PS601675	1.45109
PS201000	PS269500	1.45109
PS211530	PS601419	1.45101
PS187300	PS208085	1.45094
PS252150	PS607432	1.45094
PS175780	PS607086	1.44975
PS601675	PS607014	1.4494
PS601462	PS610542	1.44936
PS158350	PS609192	1.44929
PS118220	PS272430	1.44897
PS208085	PS210600	1.44887
PS118100	PS602483	1.44884
PS224050	PS604004	1.44883
PS210600	PS603387	1.44874
PS178600	PS601144	1.44873
PS135900	PS601390	1.44865
PS136760	PS243310	1.4485
PS272430	PS273750	1.4485
PS239300	PS251270	1.44839
PS115150	PS257300	1.4478
PS242300	PS305100	1.44752
PS208085	PS600118	1.44751
PS127000	PS193100	1.44726
PS105650	PS231200	1.44715
PS213600	PS610489	1.44708
PS224690	PS233400	1.44658
PS158350	PS300000	1.44619
PS180849	PS600118	1.44584
PS108600	PS213600	1.44572
PS158350	PS607014	1.44543
PS112240	PS210600	1.44491
PS248370	PS257920	1.4449
PS233400	PS268310	1.44448
PS108600	PS253600	1.44445
PS122470	PS269500	1.44442
PS147920	PS607014	1.44425
PS115150	PS158350	1.44404
PS156610	PS272430	1.44379
PS259700	PS308240	1.44335
PS108300	PS122470	1.44317
PS107970	PS265450	1.44305
PS190440	PS269500	1.44284
PS224050	PS303350	1.44269
PS601462	PS613155	1.44258
PS136760	PS147920	1.44223
PS244400	PS601390	1.44222
PS248370	PS273750	1.44216
PS173900	PS300009	1.44213
PS236100	PS257920	1.44209
PS160120	PS256730	1.44148
PS118220	PS157640	1.44132
PS308240	PS614675	1.44124
PS156610	PS614080	1.44094
PS156200	PS180849	1.44073
PS242860	PS243310	1.44027
PS131100	PS145260	1.4401
PS214450	PS605389	1.4395
PS222470	PS306400	1.43946
PS600118	PS609192	1.43919
PS251270	PS257300	1.43906
PS178600	PS606215	1.43903
PS107250	PS251270	1.43869
PS254130	PS610542	1.43829
PS239300	PS242860	1.43819
PS191100	PS309800	1.43817
PS151100	PS251450	1.43772
PS251270	PS614080	1.43769
PS224690	PS309800	1.43755
PS236100	PS268310	1.43754
PS100300	PS115150	1.4375
PS156610	PS277600	1.43748
PS154500	PS273750	1.43742
PS147950	PS209900	1.43737
PS200600	PS248370	1.43703
PS303350	PS600118	1.437
PS309801	PS603387	1.43699
PS213300	PS600118	1.43691
PS210600	PS227650	1.43679
PS166200	PS208500	1.43674
PS242860	PS273750	1.43655
PS168000	PS213600	1.43617
PS135700	PS601462	1.43607
PS306400	PS607014	1.43605
PS185800	PS272430	1.43532
PS215100	PS251270	1.43522
PS122470	PS123100	1.43515
PS151100	PS224690	1.43493
